Total Learning materials at home - Playthings , Richest 20% Learning materials at home - Playthings , 0.81420699685
Male Net attendance ratio in secondary education , Female Net attendance ratio in secondary education , 0.972471410969
Proportion of pupils starting grade 1 who reach grade 5 , Male Net enrolment ratio in secondary education , 0.801073272347
Proportion of pupils starting grade 1 who reach grade 5 , Female Net enrolment ratio in secondary education , 0.842893641267
Female 15-24 yr Literacy rate of 15-24 year-olds , Male 15-24 yr Literacy rate of 15-24 year-olds , 0.957267582192
Female 15-24 yr Literacy rate of 15-24 year-olds , Adult literacy rate , 0.955664089631
Female 15-24 yr Literacy rate of 15-24 year-olds , Ratio of adult literacy rate of females to males , 0.912737795339
Female 15-24 yr Literacy rate of 15-24 year-olds , Under-five mortality rate (U5MR)_Deaths per 1000 live births_2000.0_Total , -0.817956782262
Female 15-24 yr Literacy rate of 15-24 year-olds , Under-five mortality rate (U5MR)_Deaths per 1000 live births_2011.0_Female , -0.810727695638
Female 15-24 yr Literacy rate of 15-24 year-olds , Under-five mortality rate (U5MR)_Deaths per 1000 live births_2011.0_Total , -0.803318956239
Male 15-24 yr Literacy rate of 15-24 year-olds , Adult literacy rate , 0.929846942287
Male 15-24 yr Literacy rate of 15-24 year-olds , Under-five mortality rate (U5MR)_Deaths per 1000 live births_2000.0_Total , -0.811005009735
Urban Net attendance ratio in primary education (NAR) , Rural Net attendance ratio in primary education (NAR) , 0.911772915448
Female Net attendance ratio in primary education (NAR) , Male Net attendance ratio in primary education (NAR) , 0.983451467208
Poorest 20% Net attendance ratio in primary education (NAR) , Richest 20% Net attendance ratio in primary education (NAR) , 0.870561174834
Ratio of urban to rural Net attendance ratio in primary education (NAR) , Rural Net attendance ratio in primary education (NAR) , -0.861773257318
Male Gross enrolment ratio in pre-primary education , Female Gross enrolment ratio in pre-primary education , 0.996388909525
Male Gross enrolment ratio in primary education , Female Gross enrolment ratio in primary education , 0.906014573361
Adult literacy rate , Ratio of adult literacy rate of females to males , 0.918480474496
Adult literacy rate , Under-five mortality rate (U5MR)_Deaths per 1000 live births_2000.0_Total , -0.806777368235
Gross enrolment ratio in lower secondary education , Male Net enrolment ratio in secondary education , 0.818081146929
Gross enrolment ratio in lower secondary education , Female Net enrolment ratio in secondary education , 0.855186473529
Gross enrolment ratio in lower secondary education , Gross enrolment ratio in upper secondary education , 0.830787413195
Gross enrolment ratio in lower secondary education , Neonatal mortality rate , -0.80113028903
Gross enrolment ratio in lower secondary education , Under-five mortality rate (U5MR)_Deaths per 1000 live births_2000.0_Total , -0.820225740643
Poorest 20% Adult support for learning , Male Adult support for learning , 0.960139753305
Poorest 20% Adult support for learning , Total Adult support for learning , 0.959483098775
Poorest 20% Adult support for learning , Richest 20% Adult support for learning , 0.821547503136
Poorest 20% Adult support for learning , Female Adult support for learning , 0.957368718484
Poorest 20% Adult support for learning , Poorest 20% Learning materials at home - Children's books , 0.820589699221
Male Adult support for learning , Total Adult support for learning , 0.998886263848
Male Adult support for learning , Richest 20% Adult support for learning , 0.931924198609
Male Adult support for learning , Female Adult support for learning , 0.994716905562
Male Adult support for learning , Richest 20% Learning materials at home - Children's books , 0.840202780435
Total Adult support for learning , Richest 20% Adult support for learning , 0.935535219491
Total Adult support for learning , Female Adult support for learning , 0.998275712851
Total Adult support for learning , Richest 20% Learning materials at home - Children's books , 0.844868380145
Richest 20% Adult support for learning , Female Adult support for learning , 0.936519350182
Richest 20% Adult support for learning , Richest 20% Learning materials at home - Children's books , 0.834163330116
Female Adult support for learning , Richest 20% Learning materials at home - Children's books , 0.843463454213
Proportion of pupils starting grade 1 who reach grade 5 (survey data) , Proportion of pupils starting grade 1 who reach grade 5 (survey data).1 , 0.925233631876
Male Attendance in early childhood education , Female Attendance in early childhood education , 0.995720785495
Male Net enrolment ratio in secondary education , Female Net enrolment ratio in secondary education , 0.95582421343
Male Net enrolment ratio in secondary education , Gross enrolment ratio in upper secondary education , 0.840447421632
Male Net enrolment ratio in secondary education , Proportion of population with access to improved sanitation_Percent_Rural , 0.8065643123
Male Net enrolment ratio in secondary education , Proportion of population with access to improved sanitation_Percent_Total , 0.821647653639
Male Net enrolment ratio in secondary education , Life expectancy at birth_2011.0 , 0.820553686128
Male Net enrolment ratio in secondary education , Under-five mortality rate (U5MR)_Deaths per 1000 live births_2000.0_Total , -0.804144446371
Male Net enrolment ratio in secondary education , Under-five mortality rate (U5MR)_Rank_2011.0_Total , 0.811593912526
Female Net enrolment ratio in secondary education , Gross enrolment ratio in upper secondary education , 0.856852385509
Female Net enrolment ratio in secondary education , Neonatal mortality rate , -0.823277031373
Female Net enrolment ratio in secondary education , Proportion of population with access to improved sanitation_Percent_Total , 0.800772451283
Female Net enrolment ratio in secondary education , Life expectancy at birth_2011.0 , 0.82530686328
Female Net enrolment ratio in secondary education , Under-five mortality rate (U5MR)_Deaths per 1000 live births_2000.0_Total , -0.820447240823
Female Net enrolment ratio in secondary education , Under-five mortality rate (U5MR)_Rank_2011.0_Total , 0.81099267625
Female Net enrolment ratio in secondary education , Infant mortality rate (IMR)_2011.0 , -0.805800775109
Male Net enrolment ratio in primary education (NER) , Female Net enrolment ratio in primary education (NER) , 0.961008115998
Poorest 20% Learning materials at home - Children's books , Total Learning materials at home - Children's books , 0.840555576996
Poorest 20% Learning materials at home - Children's books , Richest 20% Learning materials at home - Children's books , 0.847691405439
Total fertility rate (TFR)_2011.0 , Life expectancy at birth_2011.0 , -0.819182606814
Total fertility rate (TFR)_2011.0 , Under-five mortality rate (U5MR)_Deaths per 1000 live births_2000.0_Total , 0.852529645196
Total fertility rate (TFR)_2011.0 , Under-five mortality rate (U5MR)_Deaths per 1000 live births_2011.0_Female , 0.820751324143
Total fertility rate (TFR)_2011.0 , Under-five mortality rate (U5MR)_Deaths per 1000 live births_2011.0_Male , 0.817686087939
Total fertility rate (TFR)_2011.0 , Under-five mortality rate (U5MR)_Deaths per 1000 live births_2011.0_Total , 0.819650920415
Total fertility rate (TFR)_2011.0 , Crude birth rate (CBR)_2011.0 , 0.979899602222
Total fertility rate (TFR)_2011.0 , Infant mortality rate (IMR)_2011.0 , 0.812085653128
Neonatal mortality rate , Proportion of population with access to improved sanitation_Percent_Rural , -0.823532876624
Neonatal mortality rate , Proportion of population with access to improved sanitation_Percent_Total , -0.850508859982
Neonatal mortality rate , Proportion of population with access to improved sanitation_Percent_Urban , -0.826519128783
Neonatal mortality rate , Life expectancy at birth_2011.0 , -0.904920040569
Neonatal mortality rate , Under-five mortality rate (U5MR)_Deaths per 1000 live births_2000.0_Total , 0.939451536307
Neonatal mortality rate , Under-five mortality rate (U5MR)_Deaths per 1000 live births_2011.0_Female , 0.959241543371
Neonatal mortality rate , Under-five mortality rate (U5MR)_Deaths per 1000 live births_2011.0_Male , 0.964532158669
Neonatal mortality rate , Under-five mortality rate (U5MR)_Deaths per 1000 live births_2011.0_Total , 0.962768251242
Neonatal mortality rate , Under-five mortality rate (U5MR)_Rank_2011.0_Total , -0.938493422552
Neonatal mortality rate , Maternal mortality ratio (MMR) , 0.856660187009
Neonatal mortality rate , Crude birth rate (CBR)_2011.0 , 0.837226668757
Neonatal mortality rate , Infant mortality rate (IMR)_2011.0 , 0.981395647073
Average annual rate of reduction of under-five mortality rate_2000-2011 , Reduction in under-five mortality rate_2000.0 , 0.979185473734
Proportion of population with access to improved sanitation_Percent_Rural , Life expectancy at birth_2011.0 , 0.809739995362
Proportion of population with access to improved sanitation_Percent_Rural , Under-five mortality rate (U5MR)_Deaths per 1000 live births_2000.0_Total , -0.823847555779
Proportion of population with access to improved sanitation_Percent_Rural , Under-five mortality rate (U5MR)_Rank_2011.0_Total , 0.819093313178
Proportion of population with access to improved sanitation_Percent_Rural , Infant mortality rate (IMR)_2011.0 , -0.807905755912
Proportion of population with access to improved sanitation_Percent_Total , Life expectancy at birth_2011.0 , 0.836642633219
Proportion of population with access to improved sanitation_Percent_Total , Under-five mortality rate (U5MR)_Deaths per 1000 live births_2000.0_Total , -0.852911536173
Proportion of population with access to improved sanitation_Percent_Total , Under-five mortality rate (U5MR)_Deaths per 1000 live births_2011.0_Female , -0.822564511563
Proportion of population with access to improved sanitation_Percent_Total , Under-five mortality rate (U5MR)_Deaths per 1000 live births_2011.0_Male , -0.822338607431
Proportion of population with access to improved sanitation_Percent_Total , Under-five mortality rate (U5MR)_Deaths per 1000 live births_2011.0_Total , -0.823367201625
Proportion of population with access to improved sanitation_Percent_Total , Under-five mortality rate (U5MR)_Rank_2011.0_Total , 0.832379848776
Proportion of population with access to improved sanitation_Percent_Total , Maternal mortality ratio (MMR) , -0.802566854251
Proportion of population with access to improved sanitation_Percent_Total , Crude birth rate (CBR)_2011.0 , -0.817651913678
Proportion of population with access to improved sanitation_Percent_Total , Infant mortality rate (IMR)_2011.0 , -0.8328138245
Proportion of population with access to improved sanitation_Percent_Urban , Under-five mortality rate (U5MR)_Deaths per 1000 live births_2000.0_Total , -0.838418018992
Proportion of population with access to improved sanitation_Percent_Urban , Under-five mortality rate (U5MR)_Deaths per 1000 live births_2011.0_Female , -0.806720561845
Proportion of population with access to improved sanitation_Percent_Urban , Under-five mortality rate (U5MR)_Deaths per 1000 live births_2011.0_Male , -0.809111719437
Proportion of population with access to improved sanitation_Percent_Urban , Under-five mortality rate (U5MR)_Deaths per 1000 live births_2011.0_Total , -0.808748403627
Proportion of population with access to improved sanitation_Percent_Urban , Infant mortality rate (IMR)_2011.0 , -0.813893740053
Proportion of women 20-24 year-olds who gave birth before age 18 , Adolescent birth rate , 0.859051180964
Population size_Thousand_Total , Annual number of births (Births) , 0.943867048706
