Total fertility rate (TFR)_2011.0 , Under-five mortality rate (U5MR)_Deaths per 1000 live births_2000.0_Total , 0.852529645196
Neonatal mortality rate , Proportion of population with access to improved sanitation_Percent_Total , -0.850508859982
Neonatal mortality rate , Life expectancy at birth_2011.0 , -0.904920040569
Neonatal mortality rate , Under-five mortality rate (U5MR)_Rank_2011.0_Total , -0.938493422552
Neonatal mortality rate , Maternal mortality ratio (MMR) , 0.856660187009
Proportion of population with access to improved sanitation_Percent_Total , Under-five mortality rate (U5MR)_Deaths per 1000 live births_2000.0_Total , -0.852911536173
Proportion of women 20-24 year-olds who gave birth before age 18 , Adolescent birth rate , 0.859051180964
Population size_Thousand_Total <5 yr , Annual number of under-five deaths , 0.859241958324
Annual number of under-five deaths , Annual number of births (Births) , 0.874924418935
Institutional deliveries , Proportion of births attended by skilled health personnel_Percent_Poorest 20% , 0.860792387265
Institutional deliveries , Proportion of births attended by skilled health personnel_Percent_Urban , 0.868505261313
Life expectancy at birth_2011.0 , Under-five mortality rate (U5MR)_Deaths per 1000 live births_2000.0_Total , -0.917941689445
Life expectancy at birth_2011.0 , Under-five mortality rate (U5MR)_Deaths per 1000 live births_2011.0_Female , -0.890118535472
Life expectancy at birth_2011.0 , Under-five mortality rate (U5MR)_Deaths per 1000 live births_2011.0_Male , -0.894884758885
Life expectancy at birth_2011.0 , Under-five mortality rate (U5MR)_Deaths per 1000 live births_2011.0_Total , -0.89348217148
Life expectancy at birth_2011.0 , Under-five mortality rate (U5MR)_Rank_2011.0_Total , 0.888177027541
Life expectancy at birth_2011.0 , Maternal mortality ratio (MMR) , -0.858627287786
Life expectancy at birth_2011.0 , Crude birth rate (CBR)_2011.0 , -0.857895029538
Life expectancy at birth_2011.0 , Infant mortality rate (IMR)_2011.0 , -0.903920738353
Proportion of 1 year-old children fully immunised against polio (OPV) , Proportion of 1 year-old children immunised against DPT1 , 0.887336415379
Proportion of 1 year-old children fully immunised against polio (OPV) , Proportion of 1 year-old children immunised against measles , 0.880185035606
Under-five mortality rate (U5MR)_Deaths per 1000 live births_2000.0_Total , Maternal mortality ratio (MMR) , 0.876311423338
Under-five mortality rate (U5MR)_Deaths per 1000 live births_2000.0_Total , Crude birth rate (CBR)_2011.0 , 0.876019142371
Under-five mortality rate (U5MR)_Deaths per 1000 live births_2011.0_Female , Maternal mortality ratio (MMR) , 0.887688411555
Under-five mortality rate (U5MR)_Deaths per 1000 live births_2011.0_Male , Maternal mortality ratio (MMR) , 0.887056248015
Under-five mortality rate (U5MR)_Deaths per 1000 live births_2011.0_Total , Maternal mortality ratio (MMR) , 0.887973364666
Under-five mortality rate (U5MR)_Rank_2011.0_Total , Crude birth rate (CBR)_2011.0 , -0.856527904023
Under-five mortality rate (U5MR)_Rank_2011.0_Total , Infant mortality rate (IMR)_2011.0 , -0.910183944803
Maternal mortality ratio (MMR) , Infant mortality rate (IMR)_2011.0 , 0.872440326196
Proportion of 1 year-old children immunised against measles , Proportion of 1 year-old children fully immunised against DPT , 0.889812731845
Prevalence of underweight (moderate and severe) - WHO_Percent_Total <5 yr , Prevalence of stunting (moderate and severe) - WHO , 0.868303163084
