"Country or Area","Subgroup","Year","Source","Unit","Value","Value Footnotes"
"Seychelles","Total","2006-2011","UN_World Bank","Percent","0","1"
"Sierra Leone","Total","2006-2011","UN_World Bank","Percent","53","2"
"Slovakia","Total","2006-2011","UN_World Bank","Percent","0","1"
"Slovenia","Total","2006-2011","UN_World Bank","Percent","0","2"
"South Africa","Total","2006-2011","UN_World Bank","Percent","14","1"
"South Asia","Total","2006-2011","UN_World Bank","Percent","32","3"
"Sri Lanka","Total","2006-2011","UN_World Bank","Percent","7","1"
"State of Palestine","Total","2006-2011","UN_World Bank","Percent","0","1"
"Sub-Saharan Africa","Total","2006-2011","UN_World Bank","Percent","53","3"
"Sudan (pre-cession)","Total","2006-2011","UN_World Bank","Percent","20","4"
"Swaziland","Total","2006-2011","UN_World Bank","Percent","41","1"
"Syrian Arab Republic","Total","2006-2011","UN_World Bank","Percent","2","2"
"Tajikistan","Total","2006-2011","UN_World Bank","Percent","7","1"
"Thailand","Total","2006-2011","UN_World Bank","Percent","0","1"
"The former Yugoslav Republic of Macedonia","Total","2006-2011","UN_World Bank","Percent","0","1"
"Timor-Leste","Total","2006-2011","UN_World Bank","Percent","37","1"
"Togo","Total","2006-2011","UN_World Bank","Percent","39","1"
"Tunisia","Total","2006-2011","UN_World Bank","Percent","1","2"
"Turkey","Total","2006-2011","UN_World Bank","Percent","0","1"
"Uganda","Total","2006-2011","UN_World Bank","Percent","38","1"
"Ukraine","Total","2006-2011","UN_World Bank","Percent","0","1"
"United Republic of Tanzania","Total","2006-2011","UN_World Bank","Percent","68","1"
"Uruguay","Total","2006-2011","UN_World Bank","Percent","0","1"
"Venezuela (Bolivarian Republic of)","Total","2006-2011","UN_World Bank","Percent","7","1"
"Viet Nam","Total","2006-2011","UN_World Bank","Percent","17","1"
"Western and Central Africa","Total","2006-2011","UN_World Bank","Percent","59","3"
"World","Total","2006-2011","UN_World Bank","Percent","22","3"
"Yemen","Total","2006-2011","UN_World Bank","Percent","18","2"
"Zambia","Total","2006-2011","UN_World Bank","Percent","69","1"

"fnSeqID","Footnote"
"1","Data refer to the most recent year available during the period specified in the column heading. "
"2","Data refer to the most recent year available during the period specified in the column heading. Data refer to years or periods other than those specified in the column heading. Such data are not included in the calculation of regional and global averages."
"3","Data refer to the most recent year available during the period specified in the column heading. For a complete list of countries and territories in the regions, subregions and country categories, see page XX."
"4","Data refer to the most recent year available during the period specified in the column heading. Due to the cession in July 2011 of the Republic of South Sudan by the Republic of the Sudan, and its subsequent admission to the UN on 14 July 2011, disaggregated data for Sudan and South Sudan as separate States are not yet available for all indicators. In these cases, aggregated data are presented for Sudan pre-cession (see Memorandum item)."
